Valor;Area;Dist_Praia;Dist_Farmacia
190000;51;5.174019606;0.441615
1580000;105;2.488537197;0.279386
2100000;107;0.033906911;0.068710
360000;70;1.758124535;0.792861
395000;60;6.255797337;0.541144
310000;67;7.117913496;0.191098
12000000;410;0.087463247;0.734981
660000;112;6.523495461;0.156439
240000;47;7.086008601;0.812209
630000;98;1.246076885;0.294196
709993;142;1.657033245;0.378163
1490000;105;0.165574286;0.719617
150000;60;12.48905767;0.141778
550000;69;8.477518081;0.582319
675000;76;0.960902904;0.733864
350000;60;5.558175118;0.595808
2350000;230;0.136944736;0.497096
1100000;84;0.325169249;0.157135
480000;70;0.247767554;0.586164
1250000;123;1.623707842;0.712762
1395000;105;0.23542414;0.014660
370000;97;5.957305529;0.098737
2200000;153;0.200188732;0.983203
359000;60;6.585536495;0.476236
1550000;160;3.063816731;0.522631
3499000;200;0.131674555;0.139097
1700000;320;0.195598544;0.836142
1280000;81;1.122777937;0.890562
2280000;154;2.259874205;0.148242
270000;60;12.61521394;0.025597
350000;65;6.584673571;0.249838
1200000;90;1.038148505;0.136879
450000;37;0.327031561;0.436088
5800000;260;1.760616585;0.125934
4500000;289;0.055761015;0.762538
1200000;260;5.359810581;0.888104
313000;55;3.96464445;0.593562
690000;90;6.544059367;0.838036
294900;61;9.821391415;0.478933
400000;61;4.483819022;0.145390
495000;76;8.608316925;0.802955
1880000;110;0.342765269;0.890229
950000;141;1.084405298;0.516328
1250000;115;0.512394195;0.006583
610000;118;0.470160536;0.854796
210000;56;9.964305996;0.895947
3180000;153;0.719281451;0.627915
1050000;138;0.56009573;0.615293
1633500;144;2.265563485;0.199843
695000;69;0.325690546;0.639811
435000;81;7.620215268;0.135767
200000;55;7.229883746;0.462991
300000;16;0.169971645;0.793386
558000;53;0.278039595;0.343003
225000;60;5.814604867;0.630169
620000;109;6.277305513;0.781042
800000;178;7.681066657;0.732199
545000;39;0.381813968;0.606435
480000;80;1.016043026;0.409359
215000;23;1.645511749;0.831280
750000;110;0.991359464;0.798280
2800000;154;0.199089554;0.161473
249000;55;8.074184479;0.387911
720000;115;4.357773573;0.557777
220000;85;5.926428933;0.988816
1490000;201;0.564621061;0.109685
598000;83;5.919511214;0.184669
570000;83;0.973972051;0.419698
525000;59;6.137505692;0.817469
430000;61;7.538279076;0.321301
140000;60;6.506050721;0.026691
1900000;190;0.352945099;0.954195
360000;95;6.457483771;0.193437
510000;80;4.549605136;0.906480
840000;110;2.586987028;0.373393
599000;86;8.066933193;0.598452
620000;153;4.57862736;0.645007
800000;41;0.704408762;0.106876
499000;109;9.61468887;0.526372
2600000;235;2.538851214;0.023541
1260000;188;1.104546527;0.242361
1690000;120;0.304056496;0.456314
239000;60;11.96224463;0.757309
1990000;86;0.613775068;0.053612
5900000;256;0.332760416;0.467254
2890000;443;1.553783476;0.807274
605000;35;0.108033486;0.921457
600000;128;4.059218408;0.745518
319000;60;7.610240633;0.404639
490000;90;7.449032259;0.966544
680000;137;6.42001184;0.687602
530000;67;1.787159779;0.510508
1050000;95;0.99329526;0.428418
1200000;85;0.403736936;0.980329
635000;80;0.325550017;0.548926
7900000;170;0;0.786229
1060000;150;5.125716912;0.631343
75000;46;12.49282556;0.098075
400000;45;0.991382554;0.246694
481000;39;0.467420023;0.572285
1200000;85;2.23433346;0.837246
420000;100;0.995285136;0.187438
1260000;120;0.231903126;0.492869
2400000;153;1.074189185;0.885514
2490000;120;0.117657046;0.997631
550000;70;1.564487921;0.634208
1800000;101;1.044322007;0.064255
588000;90;4.401957608;0.540846
1050000;178;2.119718326;0.792940
925000;90;0.283736294;0.370406
1380000;104;1.031127436;0.167192
1459000;146;2.11217986;0.646601
260000;48;6.737130188;0.101780
580000;150;4.57862736;0.016788
2500000;180;0.178037797;0.654423
200000;45;6.967065262;0.759912
359000;53;3.354861499;0.839561
1100000;80;0.131140009;0.761776
400000;62;6.678249712;0.704653
650000;50;0.522505085;0.185914
1000000;135;1.042808076;0.454757
1980000;117;0.01328214;0.925376
1150000;110;0.84101758;0.085961
300000;79;7.079954554;0.582515
2500000;184;0.048585325;0.011905
820000;110;4.98606909;0.167681
380000;65;8.935764274;0.169370
2000000;80;0.110318388;0.802537
315000;76;7.601965972;0.888740
385000;67;7.15203295;0.567685
1290000;128;2.185670007;0.181937
540000;34;0.792197269;0.456911
560000;94;6.584673571;0.355941
2000000;286;0.797607057;0.319075
685000;136;2.286260941;0.756279
1740000;161;0.130856424;0.863253
2100000;270;0.445370413;0.748906
1050000;94;0.99329526;0.338591
178000;54;14.76387165;0.098068
4500000;210;1.098644549;0.097454
5950000;245;0.365332847;0.608668
3180000;333;1.641230293;0.675689
1500000;159;0.210967775;0.249753
300000;42;6.390360678;0.169602
900000;105;0.191283621;0.990884
620000;75;1.75788752;0.677902
305000;70;8.24482355;0.582490
1489000;110;0.225940811;0.966751
2200000;200;1.07892459;0.274067
289000;64;9.647131667;0.726647
610000;43;0.544808957;0.808401
630000;98;0.779711158;0.927615
420000;39;0.839118476;0.727729
3800000;195;2.606611982;0.726891
840000;119;0.799971292;0.601905
5200000;240;0.100148199;0.446411
120000;50;11.31764897;0.357160
599000;163;4.190551723;0.612006
2350000;120;0.255435746;0.603276
745000;70;0.901790836;0.502692
240000;50;8.214420776;0.739235
350000;72;7.671863706;0.055644
550000;60;0.771355312;0.314472
280000;40;6.375592507;0.975940
1480000;110;0.743128613;0.443557
755000;72;0.105566914;0.020860
450000;40;1.385376692;0.959918
1800000;122;1.834845012;0.876824
460000;89;5.822844702;0.242046
249000;60;5.706121569;0.008797
3200000;250;0.086798504;0.455150
485000;84;2.295847791;0.783883
630000;64;6.377248676;0.853470
350000;70;7.195476025;0.397737
2000000;110;1.955988082;0.558489
530000;88;8.220310854;0.366816
399000;68;3.123222287;0.972022
480000;57;0.731961776;0.291617
2200000;222;0.791886553;0.891716
895000;125;6.369333185;0.229382
420000;90;6.852685641;0.968542
1500000;139;0.378998684;0.178599
1395000;105;0.23542414;0.768488
630000;68;0.84082676;0.330801
400000;75;3.96464445;0.774187
2500000;320;0.187779818;0.625426
1450000;95;0.81577279;0.545028
1300000;160;0.396992338;0.203382
420000;80;5.106230345;0.940990
340000;43;1.938840293;0.949643
490000;48;0.156710821;0.184038
800000;75;0.874397813;0.088570
1050000;107;6.144282674;0.500391
875000;48;0.193938294;0.508963
2350000;92;0.10518316;0.275485
1280000;264;0.857772483;0.857897
850000;85;1.69641009;0.905713
1790000;130;1.984715101;0.859141
1950000;82;0.513328406;0.544002
2150000;206;0.390287735;0.301618
2000000;154;1.682278356;0.628541
470000;59;7.49809179;0.559805
314000;59;5.492943804;0.508178
340000;76;7.910047959;0.487727
1800000;102;1.279147353;0.869133
230000;30;6.743373985;0.155893
3000000;120;0.201385584;0.538173
3850000;190;1.553783476;0.418080
3950000;154;0.074114432;0.372872
1210000;125;6.011085814;0.372487
8600000;289;2.569273952;0.846363
1600000;100;0.108033486;0.159675
1270000;93;1.116161301;0.698228
950000;81;0.059650737;0.231370
340000;56;7.425575171;0.185327
1990000;127;0.620117209;0.583699
280000;70;6.228906142;0.922587
285000;86;7.665860104;0.712514
1200000;208;7.72240871;0.013419
703500;121;3.113887491;0.435375
1900000;103;0.247756816;0.769682
950000;177;6.687122586;0.274005
300000;72;5.417808335;0.919529
1800000;166;0.674036474;0.600437
1195000;112;0.172144255;0.342078
2150000;200;0.833885524;0.524210
850000;149;7.286272583;0.863967
185000;46;5.133319069;0.716099
600000;68;0.265732349;0.724976
590000;120;0.96967137;0.924122
1140000;210;1.203110519;0.852344
725000;150;8.164297873;0.764158
434000;70;2.785519266;0.664048
1050000;115;5.526743508;0.474761
950000;110;5.272628572;0.145627
4700000;352;0.043281568;0.013893
2800000;240;0.230548045;0.432562
3700000;140;0.444422093;0.817575
2000000;258;1.571469981;0.029784
780000;81;6.168130607;0.903666
265000;60;6.286815919;0.742149
730000;45;0.554323779;0.344416
890000;151;4.966929716;0.120798
540000;40;1.946396962;0.808509
1800000;155;7.117764945;0.418353
275000;34;2.771481974;0.786700
800000;80;0.9910648;0.444850
4500000;280;0.643609133;0.273332
900000;164;0.309795129;0.652213
330000;42;2.018435952;0.769264
250000;68;6.780551144;0.911315
3300000;150;0.090826835;0.259426
330000;38;2.116077191;0.901689
570000;64;5.262867737;0.306210
25000000;750;0.067334651;0.015735
450000;70;7.252053073;0.674473
1300000;172;4.436822491;0.845369
880000;78;0.428393595;0.519206
1580000;251;0.054344147;0.359929
390000;62;8.07146126;0.433968
1350000;374;0.753289468;0.730974
580000;58;0.27685766;0.666439
299000;40;6.34600652;0.592116
380000;59;8.230188295;0.622206
690000;79;5.232234458;0.718986
1980000;182;0.221266218;0.962958
2800000;168;0.064954255;0.075124
1389000;150;0.065979946;0.310016
2089000;182;0.396575821;0.456106
1300000;71;1.068776577;0.186977
750000;120;1.0561063;0.246988
4700000;212;0.56709266;0.577901
1019000;75;0.411139144;0.948395
1300000;98;0.098659509;0.649406
400000;69;4.178855847;0.172093
900000;109;4.803116668;0.838002
2100000;214;0.903074678;0.998656
750000;100;0.175605;0.891061
260000;59;8.396498208;0.426337
1800000;90;0.681554295;0.203512
1890000;172;0;0.297559
1500000;145;5.898853825;0.409735
2550000;227;0.19498085;0.692953
4600000;300;0.058171102;0.496499
3849000;282;1.692412922;0.412774
174900;58;3.694053653;0.559645
2688000;280;0.182290001;0.497405
1100000;120;5.685783302;0.176827
285000;49;7.808211629;0.514817
2300000;297;0.080592957;0.436936
600000;85;1.389758638;0.092594
1180000;97;1.247447468;0.695725
669000;109;0.243706689;0.129525
900000;95;0.469321107;0.435677
630000;93;1.010072511;0.885088
975000;120;1.794474278;0.538051
499946;82;0.174670145;0.936023
650000;44;0.199294178;0.739747
1800000;108;1.815588158;0.654504
230000;55;5.183988924;0.547786
350000;53;5.67661882;0.194220
611000;93;4.72479943;0.801165
1300000;185;0.391848394;0.435831
1400000;150;0.065979946;0.435612
1365000;110;1.821218554;0.295190
480000;78;1.732617208;0.337444
2700000;196;0.555856624;0.334162
254000;60;7.7188797;0.613221
3600000;232;2.78849271;0.066654
780000;80;0.500509949;0.992145
750000;147;1.077769543;0.220883
380000;48;1.933467063;0.249490
3300000;200;0.07396232;0.752379
1630000;65;0.158149667;0.220003
2099000;90;0.611857031;0.904882
250000;67;8.946434323;0.052973
860000;130;0.433346332;0.113006
690000;60;0.123524982;0.664225
849000;43;0.348115245;0.777269
1200000;136;1.130037201;0.877823
1580000;127;0.043281568;0.122108
1750000;139;0.541126788;0.962688
600000;87;4.454816201;0.975252
1300200;108;1.851205743;0.328052
13000000;1147;0.080592957;0.704106
1750000;214;0.919683449;0.616226
300000;54;5.646801548;0.401391
430000;64;7.466712021;0.770636
1950000;85;0.595868627;0.686192
459999;80;4.885872599;0.579197
4200000;170;1.442576951;0.685992
650000;70;2.77742173;0.073226
14000000;350;0.024940166;0.219487
450000;60;0.4435752;0.070572
6900000;296;0.001314935;0.573186
1200000;75;0.243098856;0.375156
690000;80;1.23355049;0.946532
260000;38;2.01464687;0.525330
354000;65;7.383607149;0.495634
434900;71;4.968343606;0.815869
480000;52;8.608316925;0.856951
749900;70;0.808322948;0.259515
300000;77;7.436911376;0.019898
1990000;110;1.122777937;0.866945
319000;60;1.553783476;0.953413
1350000;94;2.316056585;0.012059
1000000;140;6.697520837;0.233361
1680000;140;17.17157242;0.282019
699990;143;1.93757314;0.157413
780000;100;0.803655622;0.011750
200000;47;5.323517204;0.008451
850000;75;0.211524843;0.519981
1500000;205;0.191046953;0.454625
3899000;280;0.325218271;0.025338
1195000;200;1.556553036;0.681332
1000000;107;0.170210223;0.286889
290000;54;9.454034126;0.831446
290000;90;6.453559058;0.095845
348000;23;0.606099546;0.770463
800000;127;7.629122967;0.930638
190000;30;1.6071802;0.061895
550000;89;0.274453844;0.312916
540000;87;1.112064413;0.504881
4340900;172;0.447317806;0.053151
250000;57;10.9274893;0.002144
620000;70;1.651534591;0.609969
1280000;130;0.361967274;0.971430
589993;79;6.84563352;0.534043
225000;48;6.707074693;0.892271
2100000;205;1.483674748;0.201399
1990000;203;0.564977623;0.881723
680000;52;1.948756384;0.719288
480000;71;5.004483801;0.779851
286000;73;9.192274915;0.722907
1350000;120;0.235956841;0.845348
310000;71;1.009537021;0.361632
550000;40;0.407577827;0.478958
1150000;365;7.985646348;0.721761
3700000;255;1.815095901;0.923165
290000;58;8.253506035;0.276483
2801400;179;1.990729203;0.038937
899993;148;4.349652626;0.963444
1240000;97;1.266559349;0.522409
699000;178;8.433316311;0.425488
1750000;170;0.111084594;0.266227
10900000;304;0.07722468;0.349896
285000;50;7.903333699;0.530137
460000;70;5.598766146;0.549278
820000;90;0.784715854;0.986757
1250000;80;1.243588124;0.143015
3600000;292;1.641230293;0.349011
1650000;74;2.238687294;0.701929
399000;66;5.824502264;0.096619
520000;80;6.171331579;0.020917
549000;82;1.278528984;0.860191
3700000;180;0.653919017;0.305771
230000;88;5.07867843;0.128743
12200000;479;0.080028875;0.993910
2050000;186;0.190406284;0.623923
2350000;106;0.323360778;0.305515
1500000;78;0.373281474;0.189067
3000000;330;0.561964932;0.477816
630000;102;4.679832038;0.615876
149900;70;12.56123203;0.979626
360000;63;5.512352559;0.934513
530000;30;0.413241092;0.677192
550000;94;8.146452257;0.873839
2650000;98;0.167541171;0.749097
2690000;350;0.561964932;0.846377
1400000;145;2.188279198;0.704282
965000;169;6.762793301;0.877289
1050000;128;0.491357027;0.997200
1300000;173;4.630423878;0.003420
2700000;146;0.412469257;0.379595
1380000;300;7.973036495;0.825754
315000;61;2.405871324;0.420423
370000;77;3.678948745;0.363256
1680000;116;0.313122876;0.545590
400000;72;4.48518603;0.365786
1500000;200;4.702254746;0.150565
5129000;381;1.482896466;0.004267
270000;65;1.29748766;0.346628
318000;72;1.553783476;0.121403
447000;77;4.618720821;0.318183
1109000;110;1.12593657;0.490039
1150000;110;2.233597178;0.930792
230000;51;7.808211629;0.334770
2100000;126;1.34631899;0.844325
1250000;60;0.312640962;0.259297
3100000;150;0.647615359;0.746694
180000;50;6.445276186;0.975724
3345100;244;0.528436626;0.097332
1690000;120;1.168668193;0.296340
495000;85;7.969145465;0.322855
2950000;180;2.781111239;0.495439
1990000;312;0.814818129;0.240447
1990000;230;0.26312712;0.229546
2180000;309;3.294649093;0.839399
440000;68;4.5361633;0.656608
585000;100;5.972635112;0.862730
745000;48;0.28500694;0.721391
1700000;171;0.783720795;0.046259
1200000;100;6.258373078;0.039200
535000;82;6.126571815;0.225127
1045000;120;0.294653817;0.364190
250000;50;5.946465273;0.428154
1350000;200;6.082683779;0.654048
390000;33;6.350883559;0.699031
1100000;95;0.520748257;0.179225
2700000;255;0.274796942;0.378478
1490000;90;0.318268028;0.888000
2750000;231;2.23547933;0.546684
1530000;120;0.210442315;0.199218
490000;65;6.618545307;0.826997
1180000;79;0.790579746;0.543734
340000;47;1.759873753;0.708337
1000000;136;5.979070944;0.124226
5980000;249;0.227476446;0.416425
3200000;270;0.035875832;0.103885
162090;56;15.03501828;0.481387
220000;60;3.694053653;0.671914
5800000;435;1.641230293;0.163074
535000;85;6.500313139;0.712679
6500000;741;0.383667916;0.150611
480000;74;6.57083979;0.673086
5500000;290;0;0.628246
695000;67;0.302521475;0.179731
2250000;241;0.275764619;0.533056
1300000;156;3.064698697;0.093851
669000;76;2.133553969;0.409794
105000;55;9.236622923;0.038046
329000;58;8.132110759;0.565471
420000;55;6.889063759;0.118464
950000;87;5.164497482;0.661099
1625000;135;0.946464967;0.776861
235000;56;12.41565145;0.199774
1170000;111;2.259874205;0.313267
1700000;96;2.13123781;0.679166
800000;132;7.389433701;0.226146
735000;91;2.666012551;0.069369
470000;61;7.926231032;0.716250
1635000;160;2.374321179;0.226955
420000;100;3.851537955;0.179065
310000;67;8.073762116;0.208410
2900000;136;0;0.596369
865000;111;1.193181344;0.087017
240000;53;8.133497975;0.454922
2300000;169;0.66738672;0.068490
4000000;150;0.041126625;0.862535
850000;77;1.094174403;0.399925
415000;74;6.556568079;0.750034
1200000;105;0.288316564;0.059171
3500000;312;1.710572984;0.145412
440000;84;7.745403688;0.346955
840000;100;0.910345508;0.299363
800000;87;0.892357748;0.508171
400000;73;4.083399875;0.176905
730000;132;8.187227928;0.252767
1395000;90;2.460070645;0.279048
409000;77;6.095202706;0.107689
670000;85;5.048468405;0.379401
1490000;135;0.47864114;0.092413
370000;63;3.875028548;0.608490
850000;206;1.044043129;0.849270
1480000;105;0.874400942;0.112363
135000;50;12.11753129;0.866432
285000;56;1.767000707;0.048316
2000000;180;0.553118148;0.097769
1260000;110;0.521756014;0.036266
270000;65;5.426043781;0.016912
995000;121;4.75763367;0.405546
1100000;235;0.162471466;0.523937
1960000;138;0.286129298;0.673063
945000;77;0.246180617;0.825748
495000;63;6.614358562;0.005704
530000;65;4.071004317;0.524451
1300000;125;0.842408082;0.753806
1000000;314;9.113959579;0.634660
1500000;134;0.713281696;0.248748
266000;65;8.799866633;0.911400
1799000;140;0.003339754;0.687825
580000;65;4.595650017;0.643932
4200000;267;0.01465141;0.723064
2200000;210;0.920160976;0.710191
415000;35;0.348272341;0.867217
835000;77;0.473535451;0.752560
240000;65;6.970309608;0.742465
570000;40;0.284771346;0.098461
830000;96;1.048709987;0.416799
1100000;127;0.225664637;0.099209
690000;95;8.819104463;0.022681
745000;80;0;0.983165
1600000;400;0.619758836;0.631418
2200000;140;0.512094236;0.607540
608000;90;2.877515826;0.941856
9500000;395;0.281992638;0.044361
2500000;247;1.324670313;0.641326
2900000;380;0.615231476;0.108763
1999000;170;0.086097185;0.725662
417990;75;2.785302538;0.851939
900000;110;1.189514165;0.740358
749000;59;0.387923133;0.369911
930000;112;4.893131268;0.939669
3000000;250;0.017451122;0.514084
415000;67;2.057947672;0.212264
2300000;121;0.262331789;0.914600
1239000;119;1.12593657;0.858134
3400000;256;0.068759256;0.129211
2900000;280;1.52473761;0.402134
240000;54;6.114483892;0.395808
1250000;150;0.643638055;0.630038
2430000;130;0.039078009;0.499267
350000;60;4.450504436;0.102996
220000;48;7.87275468;0.435706
2300000;250;0.175394477;0.039850
1150000;116;0.250201094;0.693935
530000;78;1.0941827;0.067692
1500000;180;2.317049077;0.715270
525000;140;1.163127321;0.146657
850000;105;0.337145888;0.699304
240000;53;5.091866749;0.436196
1500000;185;0.13227817;0.237106
1350000;135;1.901436851;0.613392
172000;50;0.459933294;0.656725
3200000;230;0.06654854;0.449869
710000;164;4.454816201;0.782824
429000;69;2.056500564;0.027652
650000;50;2.653799994;0.558882
160000;45;8.392878584;0.093599
750000;100;4.864021201;0.936870
590000;95;5.275081535;0.320088
790000;110;6.728260695;0.725710
900000;120;0.128759169;0.598089
1690000;150;1.597997658;0.321903
190000;70;7.754492232;0.650183
1950000;138;0.148303889;0.097310
485000;108;7.158538017;0.513713
700000;74;0.749588378;0.699788
469000;81;2.545402557;0.640978
1279000;91;0.499716812;0.614077
345000;65;6.676250105;0.356670
397000;72;2.728532051;0.534467
4700000;260;0.455798942;0.022908
4500000;220;0.047121831;0.226727
3900000;140;0.401804437;0.480340
950000;98;1.472759571;0.105645
4800000;175;0.147773137;0.692507
399000;72;6.095202706;0.221567
1200000;178;0.563727642;0.243278
1550000;147;5.90124325;0.773284
960000;50;0.27115641;0.196161
160000;95;8.783768397;0.868020
1080000;95;0.146046289;0.492188
4500000;270;0;0.837387
1850000;215;0.425960213;0.081117
165000;45;12.60753532;0.703904
200000;50;3.739228212;0.778688
420000;70;2.056500564;0.606659
440000;76;5.654261708;0.095225
990000;110;1.559445515;0.158909
6300000;220;0.088759466;0.385101
1080000;98;2.05102517;0.277376
1500000;140;0.413004179;0.684239
2800000;170;0;0.669351
1090000;100;0.257796458;0.851479
585000;101;1.866441427;0.205126
495000;21;1.097598496;0.080104
521000;73;7.029466467;0.088614
367900;65;7.344823435;0.532839
1100000;224;0.198741141;0.517243
185000;48;6.304221491;0.304994
1850000;110;2.509935975;0.338211
1850000;169;1.733730542;0.539195
1800000;272;6.480256575;0.905333
220000;60;8.794386429;0.233503
440000;62;0.912531816;0.797189
869000;91;1.529539913;0.888143
250000;50;6.711144346;0.562932
11000000;481;0;0.815110
620000;75;0.745669285;0.631410
340000;45;1.057133482;0.066310
529993;68;1.141122841;0.414245
220000;70;5.705641849;0.340364
2450000;150;0.258954621;0.787175
630000;60;1.144538012;0.747563
3000000;83;0.0707954;0.379154
899000;75;0.749152196;0.485633
1090000;70;0.437010638;0.189539
295500;75;9.562232646;0.348580
1250000;115;0.056038254;0.889667
980000;180;0.631475207;0.543312
8500000;355;0.104480438;0.328730
750000;57;0.232751546;0.118184
450000;95;1.486158116;0.567476
390000;66;6.234336827;0.181576
290000;42;9.979875939;0.718394
2200000;180;0.284002344;0.466091
4500000;150;0.662019962;0.628806
1980000;180;0.642910055;0.273948
4000000;140;1.553783476;0.158166
3290000;152;0.353638537;0.498024
1550000;150;0.622605729;0.209582
1450000;91;0.627382972;0.475202
500000;67;6.11758785;0.210140
2680000;186;0.078387119;0.377004
500000;69;4.670943114;0.576198
280000;60;6.445599937;0.947323
400000;70;7.56003809;0.499815
170000;52;6.148780519;0.131697
725000;83;0.473535451;0.443822
3100000;146;0.319903907;0.835106
1890000;165;1.347675285;0.163108
1050000;63;0.459564852;0.140205
450000;57;1.037154706;0.898396
475000;69;7.523157889;0.922980
2050000;105;0.358106418;0.582616
1330000;110;0.681027216;0.239114
179757;45;5.754996173;0.826914
625000;86;0.228707998;0.205410
500000;78;6.45937928;0.107384
650000;90;1.164141151;0.380624
2165000;120;0.100048087;0.187374
695000;90;6.11969634;0.413466
230000;70;10.74232884;0.457446
3679000;245;0.377256217;0.137982
9950000;390;0.442675676;0.970170
342000;65;8.303649807;0.572207
1040000;139;0.562722582;0.164459
730000;93;8.568253432;0.772841
980000;60;0.713628463;0.163730
1680000;127;0.007889811;0.503608
414000;68;2.673030904;0.971625
800000;87;0.406439091;0.494694
700000;100;5.577701844;0.749975
2500000;120;0.436446235;0.560104
135000;45;14.13020668;0.139776
180000;67;1.063155222;0.794953
2100000;350;7.476344315;0.341349
7000000;180;0.345546663;0.267096
370000;60;6.523495461;0.432133
330000;60;4.2147586;0.717041
2400000;180;1.96958516;0.777520
179000;65;6.895420464;0.104602
8600000;220;0;0.939195
1200000;190;0.463767555;0.475543
820000;58;1.568557491;0.641496
950000;118;0.617655934;0.533197
260000;46;8.133497975;0.224528
660000;114;5.590663141;0.053400
4399000;322;0;0.167833
545000;88;6.046667041;0.597120
2300000;190;1.853273539;0.922399
1580000;110;0.218968373;0.960759
400000;77;8.604025795;0.254544
660000;40;0.805095879;0.469107
630000;114;3.294649093;0.522160
820000;74;1.215462458;0.512731
559000;83;1.239920791;0.399634
2100000;100;0.105566914;0.605184
2750000;273;2.34345408;0.584224
849993;90;0.460385994;0.114873
470000;105;6.440104416;0.645693
800000;76;0.460385994;0.668855
1915920;189;2.24181477;0.503297
900000;103;2.112843406;0.943187
530000;74;5.399504395;0.026118
980000;93;1.121257922;0.958455
175000;36;10.71290914;0.772679
945000;180;0.436285684;0.430829
2300000;185;0.021001522;0.477570
3000000;251;2.28021225;0.696826
770000;103;0.47864114;0.052425
3870000;235;2.662777448;0.857594
665000;97;1.141122841;0.630234
190000;45;9.464988389;0.038842
530000;88;6.159759732;0.943119
4200000;348;0.105480457;0.250955
415000;70;5.742465725;0.148886
420000;70;7.913275305;0.126148
2350000;180;0.113685571;0.910971
1050000;113;1.667615402;0.807675
690000;98;4.215113374;0.669171
345000;63;2.764772332;0.227002
2190000;134;1.080677621;0.208088
199000;25;1.820063025;0.771189
400000;81;1.203814833;0.278586
800000;100;0.333377669;0.348470
980000;85;0.819325495;0.605026
1850000;92;0.293845515;0.771310
1200000;117;3.294649093;0.034519
3800000;281;0.288638119;0.463998
165000;50;5.302079625;0.325830
950000;142;0.242781331;0.205440
1500000;130;0.55325871;0.591094
490000;97;6.791007876;0.540558
2099999;160;0.316225258;0.432832
580000;82;4.327919029;0.940549
900000;75;0.108354346;0.238509
790000;74;0.261168987;0.063284
649000;150;7.367884576;0.174064
295000;60;7.66165505;0.822169
489999;99;5.939551542;0.548022
850000;82;0.957474957;0.602887
550000;60;1.215572776;0.263173
320000;64;2.89385277;0.654813
1150000;134;0.615365604;0.192654
535000;78;4.98606909;0.683278
1280000;105;0.634206631;0.807526
1990000;96;1.468629743;0.866421
520000;98;6.712465207;0.878731
480000;63;0.823947939;0.901927
849993;90;0;0.935682
7000000;241;0;0.939895
300000;40;1.224228291;0.162113
990000;90;1.055192186;0.797256
249000;50;6.920031144;0.635476
1000000;128;2.408123659;0.618973
525000;74;5.502092953;0.456732
990000;114;4.98606909;0.842565
400000;95;6.251036752;0.336106
2680000;190;0.222620575;0.116684
940000;110;4.624365532;0.532174
1145000;97;1.324670313;0.656984
2100000;360;0.175605;0.535472
536000;76;4.618720821;0.584232
950000;118;4.327919029;0.193147
1015000;149;4.216340409;0.797267
315000;72;0.36032482;0.774053
280000;72;6.659253151;0.990785
650000;75;3.743696295;0.211337
481800;73;4.454816201;0.265851
289999;87;5.819183468;0.178466
1950000;164;0.338395732;0.068419
1500000;90;0.407608116;0.720045
249000;55;5.576627994;0.495799
760000;60;0.12212469;0.892011
4600000;280;0.240925428;0.736782
390000;60;0.405125711;0.334114
510000;75;5.163549534;0.888572
1600000;162;0.372587374;0.580181
460000;70;7.715807284;0.896424
570000;88;4.551999158;0.662614
2000000;177;1.111297682;0.879579
290000;68;5.79020646;0.304907
235001;50;5.214203071;0.102621
370000;83;1.570660392;0.407267
2850000;198;0.026146925;0.155568
295000;72;3.167620212;0.725115
730000;130;6.341223341;0.498633
780000;72;0.444436318;0.245809
2000000;208;0.580247888;0.900607
285000;65;5.492943804;0.987942
850000;214;5.937081448;0.589503
900000;37;0.015898403;0.689514
470000;27;0.547748514;0.901494
1037000;106;0.859217586;0.565160
1100000;88;0.04445352;0.112056
560000;80;3.871389033;0.151416
12900000;399;0;0.087374
190000;60;2.461707546;0.360449
8800000;240;0;0.492985
260000;34;1.711351766;0.324360
3200000;140;0.447860946;0.307431
1115000;110;2.439798989;0.170629
550000;70;6.188070953;0.777498
500000;96;7.984500094;0.135529
620000;100;6.014391231;0.045829
550000;83;1.536475811;0.057373
1250000;76;1.012549328;0.009258
2800000;154;0.199089554;0.077948
550000;65;0;0.080984
670000;77;6.310223496;0.267605
600000;64;2.089711109;0.145276
750000;190;6.272439181;0.598200
520000;42;0.521893463;0.713506
1500000;95;0.340513206;0.407804
4000000;150;0.054030363;0.346976
600000;58;0.356221605;0.001800
2650000;150;0.107281075;0.377781
369000;74;9.822785389;0.235756
549990;100;7.942357552;0.617257
1500000;70;0.217636394;0.732419
2300000;260;0.149350354;0.135183
10000000;260;0.076949316;0.347169
700000;64;0.835054756;0.695930
2300000;270;0.301635969;0.001276
2900000;115;0.18010214;0.239137
945000;98;1.472759571;0.009443
1050000;124;5.776490582;0.454829
475000;126;7.885197976;0.753208
750000;59;2.05029852;0.288606
3000000;270;0.274716649;0.239634
4799993;380;2.19178825;0.323475
1300000;156;3.063816731;0.270422
2350000;245;0.383121928;0.532038
2350000;127;0.01328214;0.565096
1150000;115;0.320290363;0.894299
370000;46;2.215149692;0.110516
2949000;260;1.634953781;0.542855
1480000;110;0.292780883;0.873930
744000;100;5.49015806;0.213245
550000;96;6.665152468;0.596973
650000;266;14.20640007;0.458563
145000;60;8.425391662;0.482982
850000;130;5.853733383;0.902297
1044000;90;2.34345408;0.378479
1799000;186;0.496866128;0.313872
485000;75;7.429493904;0.869543
4200000;199;2.472275685;0.339461
995000;94;0.891536907;0.471302
260000;64;9.162514189;0.376113
4400000;231;0;0.686555
1350000;276;1.10408426;0.278665
699000;86;4.566635712;0.337582
